sentence_id (do not edit),target_word (Latinate verb under discussion),text (learner sentence containing the target_word),L1 (learner first language),CEFR (A1/A2/B1/B2/C1 from corpus),topic (essay topic, if available),grade (overall task grade / score, if available),nationality (learner nationality, if available),register_label (LLM context label: informal / neutral essay / academic / news / ambiguous),register_markedness_llm (LLM: 0 = not over‑formal, 1 = over‑formal),substitution_natural_llm (LLM: 0 = alternative not clearly better, 1 = natural replacement),simpler_alternative_llm (LLM: Germanic / simpler verb it suggests),confidence_llm (LLM: 1–3 confidence about its own judgement),human_register_markedness (YOU: 0 = not over‑formal, 1 = clearly over‑formal),human_substitution_naturalness (YOU: 0 = alternative not clearly better, 1 = natural replacement),human_simpler_alternative (YOU: Germanic / simpler verb you would actually use),human_confidence (YOU: 0–3, how sure you are),human_short_comment (very short explanation in English, optional),human_annotator_id (your initials or code)
569,place,This Monday afternoon There iss going to be a concert on the Picadally place. It's Orchestra Director Concert birthday.  a birthday concert of the Director. The concert will last from 4 p m until 7. Acceptation is free for children and 6 dollars for adult.,French,A2,Writing about what you do,90.0,fr,ambiguous,1,1,Piccadilly,3,,,,,,
652,construct,Angry Birds is a kind of video who passe the time when you're boring. You have to launch small birds to a construction that small piggy's has constructed to liberate the other birds trapped in it. So you have to adjust you launching in the power and degree to target at the weak spot of the construction. Many other games are similar to this on but Angry Birds is the most popular.,French,A2,Writing an email of advice,80.0,fr,informal,1,1,build,3,,,,,,
669,place,"Dear Bianca, I went to a networking event last week. It was so interesting! The event took place in Belgium and we shared about home decoration. There were all the most important industries of the world. There were also some big customers, particularly SB company wich representative seemed impressed by our new product. I hope I'll have quickly a call from him. See you soon. Lisa",French,A2,Writing a resume,90.0,fr,news,1,1,location,3,,,,,,
714,place,"Next Saturday night , there is going to be a concert ""Jocelyne Berouard"".  She will sing all her songs in the big place of the Atrium in Fort-de-France.  The concert starts at 8p.m.. Admission is 30 euros.",French,A2,Writing about what you do,95.0,fr,news,1,1,venue,3,,,,,,
719,place,"YMC is a kind of game which take place in my country.You have to figth million of angry.You have to put your finger on your spaceship.If you hold your finger for one second, your spaceship flies.if you hold it for two, your spaceships shoots. If you hold your finger a long time , you get the door of destruction .",French,A2,Writing an email of advice,90.0,fr,ambiguous,1,1,location,2,,,,,,
739,place,"I know we have to cut expenses. As a result, I propose to move the office building in a cheaper location. The advantage is that is not lay off. One con is the equipment, I'm worried about moving it.  I think, the staff will be enjoyed because the new offices will be more modern and too a bigger kitchen.  One  desavantage is far from downtown but this new place is near of subway.",French,A2,Writing on the family blog,80.0,fr,neutral essay,1,1,location,3,,,,,,
740,place,On saturday a rock band are going to perform on the town place. It's free for children and 5$ for adults. The show beguine at 10 pm and finish at midnight.,French,A2,Writing about what you do,95.0,fr,news,1,1,square,3,,,,,,
804,depart,"I love my flight.I've traveled to 2 countries. I go with my friend Jelly and Jack.My parents are terible affrayed for my depart because it's my first voyage.I go to New York,and London for to see big ben the tower. I don't go to africa because it's the winter and my friends wouldn't like to go.",French,A2,Planning to attend a music festival,90.0,fr,neutral essay,1,1,leave,3,,,,,,
837,place,"The concert of the hottest band of this year will be on saturaday on Favorite Place, 20th arrondissmenet. Admission for adult 40, for students 20.",French,A2,Writing about what you do,90.0,fr,news,1,1,location,3,,,,,,
861,place,"This aftenoon,  there is a caranaval in Marie's place. Begin at 2 p.m. You should come with a costume. Admission is free.",French,A2,Writing about what you do,90.0,fr,informal,1,1,Marie's,3,,,,,,
881,place,next week a music event takes place at the Parc of Exposure to Montpellier. this is a group of DJ or less known that comes to dancing from Montpellier. this is a huge show. the show begins at 7 pm and lasts all night.,French,A2,Writing about what you do,70.0,fr,neutral essay,1,1,location,3,,,,,,
882,place,"This friday night,theres is going to play a theatre at Isolella city on the big place. The theatre starts at 9 pm and will finish at 10 pm 30. The admission is 5 dollars for adults and 2 dollars for children.",French,A2,Writing about what you do,90.0,fr,news,1,1,venue,3,,,,,,
894,purchase,"Paris, 22 May 2013 There was a thief in Effeil tour last week. He was stole the visa card of the tourist. The police was purchase them but they never catch us. But one day later, they arrested them It was very scary",French,A2,Writing a party invitation,90.0,fr,ambiguous,1,1,find,2,,,,,,
905,place,"june 11 Dear Nadhem, I went to Tunisia for one week . it was cool, I ate many good foods like fesh, it was delecious. A lot of people there, speak frensh and english. I had visited many historic places. The weather there, was very frech and warm so i like it. i got to the beach, it was wonderful i m enjoyed by it.",French,A2,Writing an autobiography,80.0,fr,neutral essay,1,1,destination,3,,,,,,
913,place,"Every night of april 18 at 9 p.m until may 7, the famous place ""les invalides"" on Paris organized a show of the sound and light about the storry of the France.  This show called ""La nuit aux Invalides"" (the night on Invalides) and during one hour.%% The admission for adult is 12 euros and free for children under 10 years.",French,A2,Writing about what you do,90.0,fr,neutral essay,1,1,located,3,,,,,,
925,place,"Hello Cathy do you want to go with me ?  there is an exhibit about P. Picasso. It""s take place at the new gallery on main street. It's became tonight at 7 o'clok and it's for 7 days. I don't know  the admission .",French,A2,Writing about what you do,95.0,fr,informal,1,1,is,3,,,,,,
941,receive,"This Sunday night, there is play on Aguilera stadium in Biarritz at 7 a.m . The Biarritz Olympique Pays Basque will be receive The Castres Olyumpique?.",French,A2,Writing about what you do,95.0,fr,news,1,1,will play,3,,,,,,
945,place,"I think that travel around the world is an exceptional experience to do. Recently, in 2010, I have been in Comoria, an amazing Isle located in the Indian Ocean. During this trip, I went in different place there, like beach, restaurant. I bought some many things in memories shop. The house there, are built from mud. There are a lot of unfinished house. People there, are welcoming with you. Beaches are so blue. By the way, I recomand everyone to go there. They are large forest where you can find some fruit trees like mango tree, litchi tree, orange tree, a jackfruit...........",French,A2,Planning to attend a music festival,80.0,fr,neutral essay,1,1,location,3,,,,,,
953,utilise,"Most of my clothes are way too expensive. I think it's a guarantee of quality. For a first part with the products utilised of very good quality and a second part for people who created and made this outlets.  I prefer silk and leather to cotton. I like wearing blue, red and yellow more grey than dark boring colors. I just bought a splendid, new, electric blue, French, leather handbag. I definitely love it !",French,A2,Summarizing a story,80.0,fr,news,1,1,use,3,,,,,,
977,place,"The Hormardine restaurant in Montlimar is an exelent place. Homardine mean the femal's lobster in english. its name sound that their speciality is seafood, but you could also eat meat too. their special is always seafood platter, an the others meals change according to seasons. For appetizers they serve a seafood soup, it is a cream soup with shrimp or fresh fish or an other seafod taste. there, if you want to eat a fresh crab, you chose it in a marine aquarium and the waitress catch and give it to the cookery. The prices are a little expensive.",French,A2,Giving instructions to a house-sitter,90.0,fr,neutral essay,1,1,restaurant,3,,,,,,
1000,place,on Saturday evening there going to be a concert by the black-eyed peas. It starts at 7.30pm. It takes place at Wembley stadium and places cost 50 pounds.,French,A2,Writing about what you do,90.0,fr,news,1,1,ticket,3,,,,,,
1022,purchase,"Hi, You can see below a short review about our negociations during the last week. As we decide together, you make decision to acquire NubianFX software on all your Entreprise. In detail, the preliminary offer is 100.000$ for 10.000 servers. Like you say, such as it isn't possible for you because of budget, we decide to offer you a bulk discount. The price becomes 50.000$.  It's important to know that it's a fair price and there's just no way to decrease more then. We notice that this total purchase include covers parts and labor. Best regards",French,B1,Studying online,80.0,fr,news,1,1,acquire,3,,,,,,
1060,request,I'm very pessimistic about the future. I believe that search always performance it's bad. Using technology like electic cars or sun request sometimes more expensive manufacturing energy and material. the new tehcnologies are not in line with the so-called green consumption. It is the general consumption must evolve. I think that life it will be not good in the future.,French,B1,Giving instructions to play a game,80.0,fr,neutral essay,1,1,ask,3,,,,,,
1074,demonstrate,"I believe in the future because I am optimistic. The world history shows that the world has to face when everything goes wrong. US, Europ, and the developping world leave in the same village now. The creativity of the people is amazing, everything goes faster and faster. The best is sure unless the Human becomes a rabid animal but I find it hard to believe this situation. Some of the predictions are pessimistics, we must demonstrate otherwise. Live the life !!!",French,B1,Giving instructions to play a game,90.0,fr,neutral essay,1,1,prove,3,,,,,,
1075,inform,"Good evening, As you know, I had a meeting with Ludwig van Beethoven about his last symphonie. I give you a summerize of the meeting. The good news is that the Vienna symphonic orchestra works the first and second movement of this musical piece. The musicians all appreciate this music and are looking forward to play the final part. The bad news is that the composer need more money to finish the symphonie because he decided to compose a vocal part for a choir and four singers. He forgets to keep us informed but he is ready to work around the clock to finish the project as soon as he'll get more money. I'm sorry to tell you this, but it's absolutely crucial to find a solution. The orchestra has to perform this symphonie next month, right. Could you call me please as soon as possible. Best,",French,B1,Describing a business trip,90.0,fr,neutral essay,1,1,inform,3,,,,,,
1087,inform,"Dear Mark I got unbelievable news of William. These are highly confidential because his manager is not informed yet. Dont tell anyone at the moment. Please, dont say a word.  However, I tell you whats going on, because I know how you have been worried about him since his divorce and his nervous breakdown. William is going to move to Australia. He met an Australian girl and fell in love with her. Then, he found a job and a house over there.  Everything is planned and he is ready to start a new life. Regards, Franoise.",French,B1,Issuing a written warning,95.0,fr,informal,1,1,tell,3,,,,,,
1130,purchase,"Having an internet connection has totally changed my life. I had not been so much interested in computers before I took decision to instal an internet connection in my house. Then I was offered a tablet by my wife for my birthday. From that tablet I discovered a fanstastic tool to easily surf the web in few seconds. We are now used to very often purchase what we need from the web such as newspapers, movies, CD's, sun glassess, travels....It impacts so much our life that we now do not remember how we did in the past without that tablet. In addition to that, we are now able to chat with our kids who live abroad and for free...",French,B1,Selling items in an online auction,80.0,fr,neutral essay,1,1,buy,3,,,,,,
1138,purchase,"Hi, Mr Jones.  Yesterday, I met with Sally Cassidy, the VP for GXC Solutions. We talked about the past year, and she told me that they are able to increase their purchases from us by 20%. Thanks to their increasing business, we can think, as a result, that our business will be better too. I think it's very important to keep with them a good growing relationship. Furthermore, Sally said she wants to meet us as soon as possible, in order to talk about future opportunities. I can handle about the meeting if you want. To conclude, I would say that the meeting went very well. I'll give you more details when I get back.  Kind regards,  Lina",French,B1,Describing a business trip,90.0,fr,informal,1,1,make,3,,,,,,
1178,receive,"My fridge really improved my quality of life. Before I bought it, I had been making grocery shopping everyday, or I had been stocking my food with ice in my bathtub. In fact, my fridge changed my way of life, and i am freer than ever. I can go out at night more easily or even receive friends and propose them cold drink! I'm so glad now and more confident I think and I thank my fridge for this!",French,B1,Selling items in an online auction,90.0,fr,news,1,1,get,3,,,,,,
1200,construct,"I'm really pessimistic about the future. Even if lot of things are made in place to decrease the greenhouse effect, there is too much enterprises, countries who consumes gasoline. We have to change entirely the way to construct electricity. Not just for private person but for all the world like enterprises.",French,B1,Giving instructions to play a game,100.0,fr,neutral essay,1,1,build,3,,,,,,
1200,place,"I'm really pessimistic about the future. Even if lot of things are made in place to decrease the greenhouse effect, there is too much enterprises, countries who consumes gasoline. We have to change entirely the way to construct electricity. Not just for private person but for all the world like enterprises.",French,B1,Giving instructions to play a game,100.0,fr,neutral essay,1,1,locations,3,,,,,,
1203,obtain,"I work at present in the hotel business. But one of my biggest dreams, would be to become a doctor and to make leave the corporation of the doctors without borders.  I have to say that many countries in voice of underdevelopment, have real medical lacks! I think of taking back my studies, and of obtaining a diploma to be able to reach the medical world and be able to be useful in its villages and even open why no doctor's practice in the future.",French,B1,Making a 'to do' list of your dreams,95.0,fr,neutral essay,1,1,achieve,3,,,,,,
1216,request,"I work in the automotive industry in logistics section, there are approximately 50 persons in the office and 150 persons more or less in the atelier.  All days my colleagues are very stressed because the production that the costumer request is not ready in time, so all the time the people run everywhere to make sure the delivery products. When I am in my office I try not to stress and I think about the beach for example, and it's a really therapy to keep me calm. I'm working around 45 hours per week, and I am comfortable whit that, otherwise I could not do all my job.",French,B1,Reviewing a song for a website,95.0,fr,neutral essay,1,1,demand,3,,,,,,
1280,obtain,"In France, the trend is to give tests to students less and less. I disagree with that because student can be demotivated. Teachers think that this way give responsibilities to students, but it's wrong. The obvious mistake is that you have only the final exam, and if you don't fail it, you obtain your diploma. That mean that you can work seriously whenever you want (just 1 month in 2 years why not) and can obtain your diploma if you don't fail the final exam.. It's pretty normal in France, and it's one of reasons for which more and more students live France for American or British universities. They are more serious, and if i'm all for their system.",French,B1,Taking part in a TV viewing survey,70.0,fr,neutral essay,1,1,get,3,,,,,,
1285,consider,"France is a beautiful contry, visited by millions of people each year. But if you are invited to a French person's home, do you know the correct etiquette? Here are solme tips: 1. DON'T be late. Make sure you arrive a few minutes early and wait. 2. DON'T sit too close to people. Some people stand so close that I can smell what they had for breakfast. You're expected to leave at least two feet between you and the person you're speaking with. 3. DON'T cross your arms across your chest, unless you're a king or queen. People might think you're angry or bored.  4. DON'T ask personal questions. If you ask questions that are considered rude  'How much money do you make?' 'How old are you?' 'Are you married?'  you might not get an honest answer.",French,B1,Asking for leave,95.0,fr,neutral essay,1,1,understand,3,,,,,,
1314,purchase,"It was essential that we moved forward because the delay they have given us was very short. In fact, the news are very positives and as soon as we reviewed the last year, she explained GXC wants to increase their purchases from us by 20%. It was absolutely wonderful to hear that from her because only a month ago she wasnt glad that we were running behind the schedule.  Now she wants to meet us again to give more details about what they need to boost the business with our company..",French,B1,Describing a business trip,80.0,fr,neutral essay,1,1,buy,3,,,,,,
1318,demonstrate,"I'm very optimistic about us future because I'm a student on the field to renewable and sustainable energy ! See the crisis energy at this time from to running out of the fossils energy and with all the problems that the nuclear energy generate such as : the pollution due to the waste nuclear, the huge risk develops around the uranium exploitation etc... So, if the governments believe at the future technology, we will can to use the wind, electric, water, sun energy to produce electricity as the demonstrate a Islands at the North of Danemark , 100 % dependant in electricity !",French,B1,Giving instructions to play a game,80.0,fr,news,1,1,show,3,,,,,,
1322,provide,"Im very optimistic about the future. I believe that everyone will be connected via a new network regardless of where they are. In November 2012, physicists have teleported quantum information from one ensemble of atoms to another 150 meters away. So, its a new system of routers such as those we have now, but instead of transmitting the information through fiber optic network, they send information via entangled photons. I think that completely realistic and in the future this system will provide more services in different fields like health, security, education, etc.",French,B1,Giving instructions to play a game,95.0,fr,academic,1,1,offer,3,,,,,,
1332,obtain,"Hi, Mr Pierre DURAND. I contact you by this message to explain the situation after the meeting with Andre MARTIN, the manager for XYZ Company. This meeting went very well. They can handle our design. But it'll be diificult to obtain a better price for it. They must cut their costs and watch their price-list. I understood that this company would be sold next year. Earnings have to be substantial ! Next week we must decide if we are going to work vith XZY or with a competitive firm if we want to meet the deadline. Best regards. AAAA",French,B1,Describing a business trip,95.0,fr,neutral essay,1,1,get,3,,,,,,
1348,purchase,"Hi,Mr.Da vid I have some very positive news.I met  with Mary , the VP for GXC solutions , last night.The meeting went very well.We reviewed the past year , and she told me  that they want to increase their purchases from Japan  by 30%.I was very happy  to  heard that . one more thing : their business is growing up , as a result , our relationship is growing .Mary said she wants to meet us soon to talk about future opp.ortunities.It's all very exciting ! I 'll gvie more details  when I get  back. B est , David",French,B1,Describing a business trip,90.0,fr,neutral essay,1,1,buy,3,,,,,,
1356,consider,"Dear Sarah, You know you're my best friend. So, despite I have swore not to say a word, I want to tell you something really weird about my sister and her husband. Promise you won't tell ? They decided to divorce. This is bad news but not so unexpected if I consider their relationship. What is really weird is that they decide to celebrate the event and to organize a ""divorce party"" like another wedding ceremony... I refuse to attend it ! Maybe, she'll wear her wedding dress again and their guests will throw some rice at the exit of the court. This is a bad joke, isn't it ?",French,B1,Issuing a written warning,95.0,fr,informal,1,1,think,3,,,,,,
1375,place,"Hi Moony, You perfectly know that we are two sisters very close to each other even after we left parental home. we have always share our secrets, projects and dreams. this is why I write to you today to tell you that I have decided to do my best to fulfill our dream to travel the world. I'm getting bored being in one place and I enjoy emerging myself in other cultures. I guess it's your dream also and it will be more enjoyable if we make it together! I hope this suit you and let us do it! Djamila",French,B1,Planning for the future,95.0,fr,informal,1,1,share,3,,,,,,
1411,obtain,"In France recently, it has been a lot of modification about security and health laws. I want to talk about  the health law. With more elderly each year, we need to rise job time. So, we must work longer to obtain of the best pension for our future and be able to pay pension for our elderly. Also, it is a raise the price of packet of cigarettes which be able to stop smoker. But it is impossible because the border country, which sells less expensive packet of cigarettes. We need to harmonization about it. There is much to talk about. One day perhaps.",French,B1,Signing a waiver to go skydiving,90.0,fr,news,1,1,change,3,,,,,,
1542,request,"Which businessman or even simple traveller has never wished having a gadget enabling him to communicate efficiently in a foreign country?  Today, a response to this request can be given by the Transformer Translator. This new gadget helps in translating 500 useful phrases into 50 languages, which is more than what is offered by other translators such as Teen Translator. The particularity of this product is the stress put on the pronunciation. By using the Transformer Translator, you will not only learn new expressions but also how to pronounce them correctly. This new translator is handheld and more lightweight than the existing ones, what makes it more portable. It's also multi-purpose, so that you can use it for example as a pedometer, a world radio or a currency converter. The last but not least advantage of this item is its cost. This product aims at both high and lower incomes.%%",French,B2,Helping a coworker deal with a phobia,95.0,fr,news,1,1,buys,3,,,,,,
1578,place,"In my studies I used to make many presentations in english and spanish. I remember a presentation in english that I made with a colleague, this presentation was about rugby and british identity. I was in charge of the describing part of the differents rugby teams in Great Britain. I explained the history of each team, the symbols and the anthems. My colleague made the part that describes how rugby can reflect the british identity. Her part was more general than my mine. At the end we concluded that as French people we could believe that rugby has an important place in Great Britain but in reality football is most famous, in fact like in France. For this presentation we had good points, we made great slides with pictures and sound, we spoke clearly without reading our notes but we had also bad points, we didn't have time to review our presentation together and there was a bit too long for our teacher. To conclude this presentation was not perfect but I learnt a lot about rugby and it was the only grade for the course of British Civilization and I passed it.",French,B2,Applying to be a fitness trainer,95.0,fr,neutral essay,1,1,location,3,,,,,,
1582,consider,"In my country table manners aren't considered really important. I think is less important like in other countries. It's normal to take a little gift for the host, something like a bottle of wine, flowers or the desert. It's better to say at the host if you have any diet problem. About the phone in the table, that depends where you are invited, but it's better don't utilise it. I think about the spoon everything depends where are you invited, normally is like in your home.",French,B2,Turning down an invitation,90.0,fr,neutral essay,1,1,consider important,3,,,,,,
1582,utilise,"In my country table manners aren't considered really important. I think is less important like in other countries. It's normal to take a little gift for the host, something like a bottle of wine, flowers or the desert. It's better to say at the host if you have any diet problem. About the phone in the table, that depends where you are invited, but it's better don't utilise it. I think about the spoon everything depends where are you invited, normally is like in your home.",French,B2,Turning down an invitation,90.0,fr,neutral essay,1,1,use,3,,,,,,
1586,provide,"Roles do males and females have changed a lot since fifty years. 50 years ago, women stayed at home, they didn't work outside. Women had to cook and take care about their family. Whereas men won money to provide the family's need. Gradually things have changed, women have begun work outside. What women can do in business ? Nothing ? This had to be difficult for women to integrate themselves into the working world. Now, this is maybe still difficult. Women are still less paid than men, there are still differences between men and women. Now days men still like win money for the family and be the ""boss"" at home. But this isn't like that, currently men take care of their children, some men are househusbands.",French,B2,Doing a survey about discrimination,90.0,fr,neutral essay,1,1,give,3,,,,,,
1648,place,"In my country (Morocco), there is a law that imply that arab couples cannot be able to make a reservation in a hotel without the act of wedding. On the other hand, all western tourists can do it, and no matter if this tourist is with her girlfriend or a prostitute. One day, I was with my girlfriend on vacation and we were looking for a place where to sleep, it was very difficult because we are arabs and muslims. When you ask the hotel manager, he explain that the law is that way because of religious aspect : In Islam it's a sin to have a girlfriend and to sleep with her before getting married, so that's why we are not allowed to get a hotelroom reservation. Also, he said that we apply the law in each case, we are muslim, so we must respect the law of arab countries, and if you are european for example, then we will apply laws of your country and this in Morocco. They believe that if they apply islamic laws to the tourists, the economy will decrease swiftly. I can understand this point of view, wich is purely economic, but I think that we are a little bit hypocrite in Morocco, we have to whether seperate religion from the state or totally apply the islamic laws for every one.%%",French,B2,Reviewing a self-help book,80.0,fr,neutral essay,1,1,live,3,,,,,,
1667,attempt,"At the beginning of the meeting, the CEO said that company said that company was many troubles, and we had a Financial trouble, and it willbe important to figure out about this company. We had many troubles with the workers. I received many complains from the clients. The CFO suggested that the only solution to keep our company, is a merger with another company. It is the best solution. It wiil be important to have a large discussion withthe workers, about these propositions. The CFO will have the last decision, and I would like to have the right answers from people. I would like to thank us to attempt to this meeting, I know you are so busy. Thank you very much.",French,B2,Helping a friend find a job,70.0,fr,neutral essay,1,1,try,3,,,,,,
1672,consider,"I've been working for 20 years. Therefore I can say that I'm now  able to easily identify office politics. Initially I was the one to pretend that office politics are not a game to be played. I was rather considering that our abilities are essential to get promoted. Now my opinion has been changed. I definitely consider that life at work is a game that everyone should play. Otherwise you will never be integrated into your company. Basicaly everyone should consider that there is time every day to talk with colleagues in order to improve our relationship. By doing this, we will be more appreciated by our colleagues who can advocate us once it's necessary. But for me it's an effort as it's not part of my personality. Like many people I tend to only talk to  persons I like working with. But it's a fact that everyone needs to be a "" team player "". It's more an more one of the first crieria we take into account when we assess people ( yearly people review). I'd like to focus on one important point as well. Our respective bosses are all overloaded and once something's happening, negatively impacting results of our company for insteance, they like to consider comments brought by some people in the team.%% Therefore we need to have someone willing to advocate us when our name is put on the table.",French,B2,Attending a leadership course,90.0,fr,neutral essay,1,1,consider,3,,,,,,
1709,consider,"The competition being hard , the customers requiring more and more the upper management of the most companies must take in consideration external and internal threaths. The main external threaths are competition and economical environment, the main internal threaths are : the lack of trust and motivation from the employees ; a bad organisation and communication within the company. The internal threaths can be real weaknesses for the company and affect the expansion, competitivity and profits. Nowadays some solutions are put in place to resolve this kind of weaknesses. Brainstorming and team building are the most current methods used to improve communication and trust inside of the company. Also it's really important for the managers to encourage the motivation and commitment of the employees. Involving people into a project it's a critical success factor and requires to lead interesting meetings, to discuss and listen ideas.  In conclusion any company must consider their employees like a first asset, must promote a corporate culture. The key of the success is the communication and consideration between individuals.",French,B2,Entering a writing competition,95.0,fr,neutral essay,1,1,consider,3,,,,,,
1709,place,"The competition being hard , the customers requiring more and more the upper management of the most companies must take in consideration external and internal threaths. The main external threaths are competition and economical environment, the main internal threaths are : the lack of trust and motivation from the employees ; a bad organisation and communication within the company. The internal threaths can be real weaknesses for the company and affect the expansion, competitivity and profits. Nowadays some solutions are put in place to resolve this kind of weaknesses. Brainstorming and team building are the most current methods used to improve communication and trust inside of the company. Also it's really important for the managers to encourage the motivation and commitment of the employees. Involving people into a project it's a critical success factor and requires to lead interesting meetings, to discuss and listen ideas.  In conclusion any company must consider their employees like a first asset, must promote a corporate culture. The key of the success is the communication and consideration between individuals.",French,B2,Entering a writing competition,95.0,fr,neutral essay,1,1,place,3,,,,,,
1709,require,"The competition being hard , the customers requiring more and more the upper management of the most companies must take in consideration external and internal threaths. The main external threaths are competition and economical environment, the main internal threaths are : the lack of trust and motivation from the employees ; a bad organisation and communication within the company. The internal threaths can be real weaknesses for the company and affect the expansion, competitivity and profits. Nowadays some solutions are put in place to resolve this kind of weaknesses. Brainstorming and team building are the most current methods used to improve communication and trust inside of the company. Also it's really important for the managers to encourage the motivation and commitment of the employees. Involving people into a project it's a critical success factor and requires to lead interesting meetings, to discuss and listen ideas.  In conclusion any company must consider their employees like a first asset, must promote a corporate culture. The key of the success is the communication and consideration between individuals.",French,B2,Entering a writing competition,95.0,fr,neutral essay,1,1,require,3,,,,,,
1717,consider,"We are going to adopt in my country a very strange law relating to the right to abort. This right was granted to women in 1976 provided their pregnancy was less than 10 weeks . Nothing else was required and in particular the position that the father may have has not been taken into consideration. It is a right that women have Some associations since 1976 have raised relevant issues following the implementation of this law . Among others the fact that the number of abortions was supposed to decrease while it remains stable at 200 000 per year or the need to properly inform those who have decided to abort about all the aspects of an abortion. Now our new government wants to adopt a law that will forbid any kind of information which could be considered as 'against abortion' , typically some websites , family advisors or even priests . Apparently authorities are fearing a new position of a significant part of the population who consider that we have gone to far as basically we can do almost anything that we want with the 1976 law and its subsequent amendments. It looks pretty strange to face such a situation in a country that claims that it is the country of the human rights and freedom of expression !%%!",French,B2,Reviewing a self-help book,90.0,fr,neutral essay,1,1,consider,3,,,,,,
