sentence_id,l1,cefr,cefr_numeric,topic,grade,wordcount,nationality,text,target_word
333,French,A1,1.0,Giving directions to a party at home,95.0,68.0,fr,"The fifteenth of august is a special day in catholic countries. People celebrate the Christs Mother. Children have colourful flowers in their hands. In some mountains, people sing and walk in parade from the villages to the places where the cows are during the summer. The walk may last more than an hour, but there is a big meal after the walk. It is religious, but not dull.",place
345,French,A1,1.0,Giving directions to a party at home,95.0,45.0,fr,"The light festival is my favorite. It is the most importante festival in the Rh'ne Alpe area in France. For 4 nights a beautiful elimination are exposed across the street of Lyon. There is usually a very friendly ambiance. However, the streets are very crowded.",however
363,French,A1,1.0,Making notes for a visitor,90.0,64.0,fr,"My neighborhood is in the country, but there are not many shops. Every sunday there is a big market with countrymen and countrywomen. Around this place, there are some coffees. Near here my house, there are one bakery, one butcher's, between these shops there is a dressmaker. Near my house, there is a long boulevard about 6 kms for going in the center town.",place
394,French,A1,1.0,Describing your favorite day,95.0,57.0,fr,"I arrive at work at 9h00 (I put 20 minutes on the way). I began to check my mails. If i receive requests for action, I move among users for help. I lunch at 12h30 and resume work at 13h30. I spend the afternoon if the activity is quiet to repair computers. I left work at 17h00.",arrive
394,French,A1,1.0,Describing your favorite day,95.0,57.0,fr,"I arrive at work at 9h00 (I put 20 minutes on the way). I began to check my mails. If i receive requests for action, I move among users for help. I lunch at 12h30 and resume work at 13h30. I spend the afternoon if the activity is quiet to repair computers. I left work at 17h00.",receive
394,French,A1,1.0,Describing your favorite day,95.0,57.0,fr,"I arrive at work at 9h00 (I put 20 minutes on the way). I began to check my mails. If i receive requests for action, I move among users for help. I lunch at 12h30 and resume work at 13h30. I spend the afternoon if the activity is quiet to repair computers. I left work at 17h00.",repair
394,French,A1,1.0,Describing your favorite day,95.0,57.0,fr,"I arrive at work at 9h00 (I put 20 minutes on the way). I began to check my mails. If i receive requests for action, I move among users for help. I lunch at 12h30 and resume work at 13h30. I spend the afternoon if the activity is quiet to repair computers. I left work at 17h00.",request
400,French,A1,1.0,Giving suggestions about clothing,95.0,33.0,fr,"In my country, the coup of living increases. Food, health care, any increases. Gasoline had the largest increase. All that technology (computer, telephone) is abordable.To live in France, even if life increases",increase
413,French,A1,1.0,Making notes for a visitor,80.0,66.0,fr,"I leave in great neighborhood. It is a very lively and popular area. The people are friendly and there are many shops and restaurants. There's a delicious oriental bakary across the street. there's a nice coffee shop on the corner. Sometimes a eat at the indian restaurant next to the LCL bank. The food is good and the place is nice, but it's a little expensive.",place
414,French,A1,1.0,Writing your online profile,90.0,54.0,fr,"I'm unemployed now. Before that, I was a project manager in a small company for 6 years. I worked hard but my CEO decided to delete my job. Our company knew a huge  decrease of its turnover because of the lost of our main customer. Now, i'm looking for a new job in marketing.",decrease
418,French,A1,1.0,Describing a friend's weekend routine,100.0,96.0,fr,"I was born in Creteil, a town not very far from Paris. Creteil is one of the suburbs of Paris, in the east. I live in Vincennes by now. It's another suburb of Paris, but much better, with a beautiful downtown and plenty of small shops, next to a wood and with many public transports like subway, tramway and bus. It only takes 10 minutes by subway to go from Vincennes to the center of Paris. My apartment is just in front of the wood and across the street, it's just Paris ! I love this place.",place
436,French,A1,1.0,Describing your family in an email,100.0,32.0,fr,"In my office, there are 12 people. Jacques is my boss. He is 58 years old. He's intelligent, but sometimes he is ill because he's hardworking. However, he is a good manager.",however
444,French,A1,1.0,Giving directions to a party at home,90.0,47.0,fr,During the summer me and my friend are volunteer for a festival. It's take place in Fondrement and last a week end. There is usually a lot of familly with her kid's. We can hear some music look at artisan work or see a little medieval schow,place
466,French,A1,1.0,Replying to a new penpal,95.0,48.0,fr,"I belong to a mountain bike team, I sometimes participate in races, but I never win. However, I like getting together with my friends. I'm really into homeworking and gardening. I often spend a lot of time to repair my house and to take care of my children.",however
466,French,A1,1.0,Replying to a new penpal,95.0,48.0,fr,"I belong to a mountain bike team, I sometimes participate in races, but I never win. However, I like getting together with my friends. I'm really into homeworking and gardening. I often spend a lot of time to repair my house and to take care of my children.",repair
472,French,A1,1.0,Making notes for a visitor,90.0,41.0,fr,The peolple in my neighborhood are very friendly. Ther's an Japanese restaurant accross the street. Ther's a bookstores near a department store.  My favourie place is the park accross the steet. I go there when sunshine is here !! I love it !!,place
476,French,A1,1.0,Writing an online profile,90.0,35.0,fr,"My city isn't a big city but isn't small neither. There are a lot of shop, restaurant. There is, also, a nice park. It's crowded place. How's like my city ? It's beautiful, it's my place.",place
479,French,A1,1.0,Taking inventory in the office,95.0,29.0,fr,"In my company, the are two desks. There are one computer, one restroom and one kitchen. In the kitchen, there is a coffee machine. There is a large window.",large
482,French,A1,1.0,Writing your online profile,80.0,56.0,fr,"I am an administrative assistant in an Association, in an RSA service that takes care of homeless person. we have 10 employs. I've been working since november 1998. I supervise the pole secretariat consisting of  home agent and a office worker. I love my job but it is sometimes difficult to work because of detestable college.",since
495,French,A1,1.0,Making notes for a visitor,95.0,54.0,fr,"My neighborhood is very big with a lot of trees. In front of, there are shops, one restaurant and a coffee bar. Between the coffee bar and next the bank, there is a bahery but not bookshop. My favorite place is the park next a lake and montains. Here, there are many pizza shops.",place
509,French,A2,2.0,Writing on the family blog,90.0,85.0,fr,"to: all staff I suggest that we have to organize the lunch time of the team. We can discuss the pros and cons. I think the biggest advantage is obvious to avoid going out to take lunch and to cut personal expenses and a way to save money.The staff will have the choice to use this service or not . I purpose to put a new practical kitchen in. I suggest that we meet and I""ll give you all more details about this possibility.",discuss
515,French,A2,2.0,Writing about what you do,80.0,28.0,fr,The soccer game at the evening take place in the Velodrome Stadium and will be Marseille between Paris. The price of the tickets is fourty euros by person.,place
516,French,A2,2.0,Writing about what you do,95.0,54.0,fr,"Lynda Lemay will be in Tour on Friday, March 21st. She will perform in the Center of the congresses Vinci at 8:30 pm. She will present her new album, a journey in every corner of the life, in poetry, in music, in song. The price of the place is between 42 and 45 euros.",perform
516,French,A2,2.0,Writing about what you do,95.0,54.0,fr,"Lynda Lemay will be in Tour on Friday, March 21st. She will perform in the Center of the congresses Vinci at 8:30 pm. She will present her new album, a journey in every corner of the life, in poetry, in music, in song. The price of the place is between 42 and 45 euros.",place
524,French,A2,2.0,Writing a movie plot,90.0,84.0,fr,"Dear all, I summarize the sales meeting of june 29th. Prensent : Adam, Chris Taylor. At the beginning of the meeting, Adam asked the number of new customer and Taylor told they're around 50. Chris asked what we are doing to increase sales and Taylor said that we should encourage salespeople with big sales by increasing their salaries. At the end of meeting, we have defined the action item. Taylor told that we all have to think about anything that will increase sales. bes regards",increase
529,French,A2,2.0,Writing on the family blog,90.0,81.0,fr,"Dear all, I'm writing to inform you about the reopening of the canteen. I know that most of you are concerned by the quality of the dishes served. But no fear, we hire a chef who has already work for most of the luxurious restaurants of the place and we think that past eroors will not occur. Is our concern to have the staff satisfied ad we know that it passed by good food. We hope all enjoy the new dishes.",inform
529,French,A2,2.0,Writing on the family blog,90.0,81.0,fr,"Dear all, I'm writing to inform you about the reopening of the canteen. I know that most of you are concerned by the quality of the dishes served. But no fear, we hire a chef who has already work for most of the luxurious restaurants of the place and we think that past eroors will not occur. Is our concern to have the staff satisfied ad we know that it passed by good food. We hope all enjoy the new dishes.",occur
529,French,A2,2.0,Writing on the family blog,90.0,81.0,fr,"Dear all, I'm writing to inform you about the reopening of the canteen. I know that most of you are concerned by the quality of the dishes served. But no fear, we hire a chef who has already work for most of the luxurious restaurants of the place and we think that past eroors will not occur. Is our concern to have the staff satisfied ad we know that it passed by good food. We hope all enjoy the new dishes.",place
533,French,A2,2.0,Writing a movie plot,100.0,87.0,fr,"To: xxx@SC.com From: xxx@SC.com Subject: Summary of Tangle Teezer roll-up meeting Charles, I summarize our Tangle Teezer roll-up meeting from Tuesday: - Jerome asked what kind of customers would be interested by our roll-up. Herve said that many firms could be interested, as hairdressing salons. - Janick asked how many roll-up we have to make up. Herve said more than thirty. Forty, perhaps. Action item: Herve said that we have to find more customers and develop Tangle Teezer brand. Thanks. Stephanie",perhaps
536,French,A2,2.0,Writing a holiday postcard,95.0,82.0,fr,"In my country there are mountains and ocean. France is the most visited country. There are many places wonderful. It is difficult to decide where going. For my English friends I suggest to go in Bretagne, in Dordogne and in Pyrnes. In Bretagne the ocean is cold, but the coast is wild and beautiful. In Dordogne the weather is soft, the food is delicious and people very kind. In Pyrnes the flowers have wonderful colors, the streams and waterfalls are really cool.",place
541,French,A2,2.0,Writing a movie plot,70.0,65.0,fr,"Summary sales meeting.  Hi, I'm writting to summariz our meeting:  - Adam asked how new customers we have. Taylor said that we have about 50 new customers.  - Chris asked what we are doing to increase sales and Taylor said that we should pay more to salespeople with big sales.  Action item: -We have to think of anaything else for increase sales Do I miss anything?  Thanks",increase
542,French,A2,2.0,Writing on the family blog,95.0,94.0,fr,"As you know, we have to cut expenses. I reviewed the commercial situation and one of way to decrease costs is to find a cheaper subcontractor to work with. Indeed, KRP our current subcontractor is too expensive and its manager doesn't want to reduce prices. This deal presents advantages and disadvantages. The biggest advantage is that there will be no layoff. But, employees will have to get used to new persons and work more. I guess that staff could be concerned about this total change. Next Friday, I'll set out more about this project.",decrease
557,French,A2,2.0,Labeling photos from a safari,90.0,66.0,fr,"I first met my bestfriend, Franois, when I was in primary school. He has brown hair, wore glasses and was very nice. We were in the same school and in the same class. We were inseparable. He lived near at my house. Nowadays, he wears always glasses and he is very tall. Franois and I enjoy going to the cinema or going to the swimming pool.",primary
561,French,A2,2.0,Writing about what you do,90.0,42.0,fr,The festival of light will take place in Lyon. This festival is beautiful due to the play of light. This years it's at December 6th to 9th. For enjoy this event there need go in lyon's center and walk inside at nightfall.,place
569,French,A2,2.0,Writing about what you do,90.0,45.0,fr,This Monday afternoon There iss going to be a concert on the Picadally place. It's Orchestra Director Concert birthday.  a birthday concert of the Director. The concert will last from 4 p m until 7. Acceptation is free for children and 6 dollars for adult.,place
586,French,A2,2.0,Writing on the family blog,95.0,97.0,fr,"I am proposing a big challenge between employees to increase our market share. I know that some people aren't make an exercice like this but justly, it's an opportunity. A challenge have more advantage than disadvantages so we can to do. The biggest con would be the competition between each employee. Generally, our staff works inn team. But it'snt a big reel problem. however, this challenge reward those who bring the most customers without penalizing those colleagues. I suggest, before to begin, that we meet and talk about my proposal at our next meeting which all employees.",however
586,French,A2,2.0,Writing on the family blog,95.0,97.0,fr,"I am proposing a big challenge between employees to increase our market share. I know that some people aren't make an exercice like this but justly, it's an opportunity. A challenge have more advantage than disadvantages so we can to do. The biggest con would be the competition between each employee. Generally, our staff works inn team. But it'snt a big reel problem. however, this challenge reward those who bring the most customers without penalizing those colleagues. I suggest, before to begin, that we meet and talk about my proposal at our next meeting which all employees.",increase
589,French,A2,2.0,Writing a resume,95.0,99.0,fr,"Hello boss, I've just arrive from the networking party of the new private clinic in Paris. It was a very nice party; in the best palace of Paris, very well organized, and the famous doctors were invited. I had an opportunity for 5 minutes to present our project for a professional collaboration with them. I think it was a success, because many investors of the clinic demanded my card just after my presentation. Probably the Doctor Kenet will call me about our proposition. I'm glad of my participation. I will tell you about the details tomorrow. Good evening, Alexis",arrive
595,French,A2,2.0,Writing a movie plot,95.0,90.0,fr,"Sales meeting notes : Summary 4 april People at meeting : Charly Brian Michael Subject : 1 - New Hires 2 - Next Vacation Brian : How many news sellers will come in our office ? Charly : said : we think maybe 5 or 7  new hires .  Michael : asked when the new sellers arrive ? and why 5 or 7; Charly answered 5 new hires we need to increase  the sales and when the next month.  After this first point, Charly asked who goes on holidays. Charly : BRIAN and Mickael don't go in holidays this year. Thanks Ending meeting",arrive
595,French,A2,2.0,Writing a movie plot,95.0,90.0,fr,"Sales meeting notes : Summary 4 april People at meeting : Charly Brian Michael Subject : 1 - New Hires 2 - Next Vacation Brian : How many news sellers will come in our office ? Charly : said : we think maybe 5 or 7  new hires .  Michael : asked when the new sellers arrive ? and why 5 or 7; Charly answered 5 new hires we need to increase  the sales and when the next month.  After this first point, Charly asked who goes on holidays. Charly : BRIAN and Mickael don't go in holidays this year. Thanks Ending meeting",increase
596,French,A2,2.0,Giving instructions to a house-sitter,90.0,70.0,fr,The Garden is a wonderful restaurant. The customers there are young and the waiters' friendly. The garden have a large selection of steaks which is also their speciality. They also do a great ceasar salad. My favourite dessert is the creme brule. The rates are reasonnable and they offer special rates for students. The only inconvenient is that they don't offer parking and isn't easy to park near the restaurant.,large
627,French,A2,2.0,Writing a movie plot,90.0,64.0,fr,"to: Adam, Chris, Taylor subject: summary of sales meeting hi: I summarize the sales meeting: Adam asked how many new customers we have. Taylor answered that we have about 50 new customers. Chris asked what we are doing to increase sales. Taylor said we should pay more to salespoeple with big sales. action item: think of anything else that will increase the sales. thanks.",increase
630,French,A2,2.0,Writing about what you do,70.0,26.0,fr,"Every year , in the summer, an orchestra performs royal water music by Haendels in the gardens of Versailles'castel. theses concerts are very appreciated by the tourist.",perform
632,French,A2,2.0,Writing about what you do,95.0,47.0,fr,"Next Saturday night, there's a one-man-show with Wally. He is a comic actor. He make us laugh with different situations that really occured to him. The show starts at 8:30 p.m. It's at the Balkan's theater. Admission $10 for adults and $8 for children.",occur
638,French,A2,2.0,Writing a movie plot,90.0,75.0,fr,"subject: summary of monday's sales meeting. Dear team, I summarize the meeting about TV's sales in October. John asked what's the sales TV evolution in October. Peter said there are 150 new costumers. John asked, what's the new way for increase the sales. Peter answer we need to thing about the new way for get news costumers for the next month. Did I miss anything? please let me know. Thanks have a good day. Christophe",increase
646,French,A2,2.0,Giving instructions to a house-sitter,90.0,76.0,fr,"The PLEIN SOLEIL is a restaurant with specialty the steack. The servers is friendly and more fine. The are many choice in the menu, but my favorite is the steack who served with a lot of delicious potatoes. The are also many cocktail and my favorite is the mojitos. For the dessert the are many choices. The price is raisonnable and the restaurant is the better place to be in Paris. Is near the tube Parmentier.",place
647,French,A2,2.0,Writing about what you do,80.0,60.0,fr,"Among several events which take place at Paris, I chose Monumenta. This artistic event will begin on May 10th at the Grand Palais. As each year, international artist transforms area of Grand Palais in a unique space, a artistic space. This year, russian artists coming. About admission, I know is not free but I have not more informations about that.",place
647,French,A2,2.0,Writing about what you do,80.0,60.0,fr,"Among several events which take place at Paris, I chose Monumenta. This artistic event will begin on May 10th at the Grand Palais. As each year, international artist transforms area of Grand Palais in a unique space, a artistic space. This year, russian artists coming. About admission, I know is not free but I have not more informations about that.",transform
648,French,A2,2.0,Writing about what you do,90.0,40.0,fr,"I live in Paris. There are many events in this city.  For example, a concert will be take place in zenith in paris. The price ticket is forty four dollars. It will begin at 10 pm and finish at midnight.",place
652,French,A2,2.0,Writing an email of advice,80.0,72.0,fr,Angry Birds is a kind of video who passe the time when you're boring. You have to launch small birds to a construction that small piggy's has constructed to liberate the other birds trapped in it. So you have to adjust you launching in the power and degree to target at the weak spot of the construction. Many other games are similar to this on but Angry Birds is the most popular.,construct
656,French,A2,2.0,Writing a holiday postcard,90.0,59.0,fr,"I live in Nancy, France. Near my flat, there is the biggest park of the city. We can see monkey, orses and some beautiful birds. There is no wildlife because it's a city, but there is the biggest zoo of Europe at only 80 km from there. It's a very beautiful and amazing place. I'd recommand to visit it.",place
657,French,A2,2.0,Planning to attend a music festival,90.0,105.0,fr,"I love traveling. Last year, I went to Marseillan beach in the south west from France. The weather was wonderful and when I came back home, my color skin was changed and I was very enjoyed. I saw the differents beach about this place and the sand was very fine. All the evenings, My friends and I went to nice restaurants and we could saw a beautiful fireworks. And my dog had fun everydays on the beach, It was very funny because my dog discovered it for the first time. It was a very great vacations. When we came back home, we used express train.",place
669,French,A2,2.0,Writing a resume,90.0,66.0,fr,"Dear Bianca, I went to a networking event last week. It was so interesting! The event took place in Belgium and we shared about home decoration. There were all the most important industries of the world. There were also some big customers, particularly SB company wich representative seemed impressed by our new product. I hope I'll have quickly a call from him. See you soon. Lisa",place
671,French,A2,2.0,Writing a holiday postcard,95.0,43.0,fr,"My name is cody. I live in nome, alaska. Alaska is the biggest state in the united states. We have incredible nature in my state. There are a lot of forests and moutains. Mount mckinley. I often see grizzly bears, wolves and deer.",state
682,French,A2,2.0,Filling out an insurance claim form,90.0,82.0,fr,I enjoyed the film Intouchables. It's a french film made in 2011 and it was directed by O.Nackache and E. Toledano. It's a comedy which tells the friendship between a rich tetraplegic man and its home help which is a man who goes out of prison and who arises from a popular environment. This movie beat an audience record in France and Omar Sy who plays the role of the home help obtained the Cesar Award for best actor in 2012.,obtain
689,French,A2,2.0,Labeling photos from a safari,80.0,74.0,fr,"I first met my colleague, Ali, when for the first time he was taking part in the annual management meeting of our company. I remember he wore a smart suit when he was interviewing by the director. His answers were relevant despite his lack of experience in the job. It was during the coffee break that we was  talking together. Since that time, he became one of my best colleague and also a friend.",since
690,French,A2,2.0,Writing about what you do,95.0,31.0,fr,"This monday, we will go to a concert of Coldplay. He play's a pop music. This conert stats at 9 p.m., at the Bercy Auditorium. The place cost 35 euros.",place
